Fax,Mobile,Comp_Type,Landing_Url,Comp_Name,Phone,Products,Contact_Url,Address,Contact_Name,Email,About_Comp
 ,982-000-0448,designer suitsmanufacturer,https://www.textileinfomedia.com/company-info/Saks-Fashion-Pvt-Ltd-20160912144450,Saks Fashion Pvt Ltd, ,"Women Salwar Suits,Women Fashion Salwar Kameez,Women Anarkali Suits,Women Churidar Salwar Kameez,Women Dresses",," No. 5-6, Ground Floor, Rajdeen Cooperative Housing Society Mental Hospital Road, Thane West, Thane, Maharashtra, India", Bharti Srinivasan (Managing Director),mailto:,"Saks Fashion Pvt. Ltd. is one of the leading manufacturers and suppliers of Women Salwar Suits, Dresses, Tops, T-Shirts, Men Shirts, T-Shirts, School Uniform, Industrial Uniform and many more items at market leading rates."
 ,937-681-2571,designer suitsmanufacturer,https://www.textileinfomedia.com/company-info/Banke-Bihari-Textiles,Banke Bihari Textiles, 02612336511,"Fancy Work Salwar Suit,Designer Collection",," N-1296-1297,1st Floor,New Textile Market,Ring Road,Surat", Alok Agrawal (Propritor),mailto:bankebiharitextiles@yahoo.in,We are manufacture of exclusive fancy salwar suit and embroidery work suit dupatta.We have large collection of designer suit dupatta.We make suit at best prise forever.
 ,964-312-5441,designer sareesmanufacturer,https://www.textileinfomedia.com/company-info/Nice-Collections,Nice Collections, ,"Ladies Kurtis manufacturer ,ladies jeans supplier,ladies dress material supplier,handloom items wholesaler ,fancy saree trader",," B-1/45, GROUND FLOOR, ASHOK VIHAR, PHASE II, Delhi, India.", Mr. Preet Kaur (proprietor),mailto:,"we are Supplier of Ladies kurti, ladies gown, ladies jeans, ladies dress material, ladies saree, handloom wedding curtains, handloom towels, wedding curtains, sofa cloth... and we are Manufacturer of Handloom wedding curtains, handloom towels, wedding curtains, sofa cloth, polyester yarn. and Trader of Ladies kurti, ladies gown, ladies jeans, ladies dress material, ladies saree."
 ,983-147-8246,designer suitswholesaler,https://www.textileinfomedia.com/company-info/Urban-Diva,Urban Diva, 9831478246,"ladies salwar suit Retail,westrun wear wholesale,fancy kurti trader,ladies jeans and top retailer",," 117 Raja Dinendra Street, shambazar Kolkata India ", Nilkamal Saha (owner),"http://www.myurbandiva.com,mailto:nilkamal@myurbandiva.com",Urban Diva is now a name for quality product at reasonable price for those divas who focus on what they wear and want to look different from others. Its a revolution in Ladies wear.
 ,971-758-2982,printed dressmanufacturer,https://www.textileinfomedia.com/company-info/Hi-Fashion-20161221104804,Hi Fashion, ,"manufacturer of Ladies Designer Palazzo,Denim Kurtis Dealer,wholesaler of Ladies Silk Fashionable Pant,Woman Fancy Capri Distributor,manufacturers Fancy Dress",," X/1278, Satsang Marg, Rajgarh Colony, Near Jain Dhaba Restaurant, Delhi , India", Neeraj Aggarwal (Manager),mailto:,"We are Manufacturing and Wholesaling of Ladies Leggings, Ladies Plazzo, Ladies Shrugs, Ladies Kurties, Ladies Pants, Ladies Silk Pants, Ladies Cotton Lowers, Ladies Capris, Ladies Leather Leggings and Ladies Western Dress.Ladies Trouser,Woman Pant These products contain various attractive features like durability, light weight, shrink resistance and attractive colors. Offered products are fabricated by using quality approved fabric as per the set industry standards and norms."
 ,981-150-8409,designer sareesmanufacturer,https://www.textileinfomedia.com/company-info/Global-15,Global 15, ,"Ladies Tops manufacturer,Kids Lehenga supplier,Gents T-Shirt wholesaler,Ladies Sarees retailer,Unstitched Ladies Suits exporter",," B-946, Ground Floor, Greenfields Colony, Near NHPC Chowk, Faridabad, Haryana, India", Bhavna Devacharya (Proprietor),mailto:,"�Global 15� is a famous manufacturer of of a qualitative assortment of Ladies Tops, etc. We also engaged in trading of Kids Stationery, Artificial Jewellery, etc."
 ,981-970-0876,printed dressmanufacturer,https://www.textileinfomedia.com/company-info/D-Designs,D Designs, ,"manufacturers One Piece Dress,Ladies Gown Trader,Fancy Woman Dress Dealer,Designer Dress Distributor,Ladies One Piece Gown manufacturer",," Shop No. 6, Gyandeep CHS, Juhu Scheme, Mumbai, Maharashtra, India", Diven Chauhan (Owner),mailto:,"We are D Designs Manufacturer and supplier gowns, one piece dress,fancy ladies gown, other products since 2010 in Mumbai, Maharashtra,India"
 ,913-775-4353,silk sareesmanufacturer,https://www.textileinfomedia.com/company-info/Mahakali-Fashion-World,Mahakali Fashion World, ,"Ladies Cotton Saree Manufacturer,Manufacturing Company of Ladies Cotton Kurti,Ladies Printed Suit Supplier,Supplier of Ladies Fancy Dress,Girls Cotton Top Wholesaler",," 98 Bharat Nagar Society, Near Maruti Chowak Goshal LH-Road, Surat, Gujarat, India", Mansukh Bhai Bhalani (CEO),mailto:,"Mahakali Fashion World is Manufacturer of ladies saree, ladies kurti & ladies suit since 2013 in Surat, Gujarat."
 ,937-473-8486,printed dressmanufacturer,https://www.textileinfomedia.com/company-info/Mahalaxmi-Textile,Mahalaxmi Textile, ,"Printed Dress,Designer Printed Suits,Printed Salwar Suits,Printed Dupatta,Print Suits In Surat",," 3061-3062,3rd Floor,New Textile Market,Ring Road,Surat", Navinbhai (Propritor),mailto:,We Are The Manufacturer of Printed Dresses.
 ,984-155-8145,designer sareesmanufacturer,https://www.textileinfomedia.com/company-info/Sri-Devi-Dresses,Sri Devi Dresses, ,"Ladies Legging manufacturer,Ladies Dupatta supplier,,,Designer Blouse Materialmanufacturer,Tailoring Service supplier",,"No. 40, Gandhi Main Road, T. V. Nagar, Thriumangalam, Anna Nagar (West), Chennai , Tamil Nadu , India", Mohan Babu (Proprietor),"fancy-lace.htm,mailto:","Sri Devi Dresses is one of the pioneering names in the industry that came into existence in the year 2012. We started our business as a Sole Proprietorship based firm with our operational units located at Chennai, Tamil Nadu (India). Our business specializes in the domain of manufacturer and supplier a wide range of products such as Ladies Saree, Ladies Top, Ladies Legging, Ladies Dupatta and many more. These products are widely known of their Flawless finish, Stylish patterns and Stylish look. We are also a service provider of Tailoring Service and Bridal Dress Stone Work. We ensure to render this service, within the given time frame by customers."
 ,932-883-2856,printed dresssupplier,https://www.textileinfomedia.com/company-info/Dhan-Hans-Fabrics-Pvt-Ltd,Dhan Hans Fabrics Pvt Ltd," 079 22161157,079 22165805","Dealer of Suitingand Shirting,Dealer of Dress Materials",," 503, Ground Floor,New cloth Market, Kalupur, Ahmedabad,Gujarat India	", Mahendrapal D Gandhi (Proprietor),mailto:sales@gandhifabrics.com,We Are Leading Manufacture Of Cotton Printed Shirting. We Have So Many Designer Printed Shirting. We Have So Many Color Plan And Printed In Our Collection. We Are Providing Best Fabric Shirting.We are providing best fabric.We have so many variety in our collection. We have Designer Collection Exclusive Fancy dress Materials. We have large collection in our shop. We have so many variety and colour chart
 ,981-053-8690,designer suitsmanufacturer,https://www.textileinfomedia.com/company-info/Arihant-International-20170304140959,Arihant International, ,"manufacturer of Indo Western Long Dresses,supplier of Ladies Palazzo,Ladies Western Dresses exporter,Printed Ladies Suit Dealer,Western Short Dress Retailer",," Lane No. 2, No. 61 B, South Ganesh Nagar Opposite Power House, New Delhi, Delhi, India", Rajesh Jain (Proprietor),mailto:,"We are engaged in manufacturing, exporting, retailing, trading and wholesaling premium quality Ladies Tops, Palazzo Pants, Western Dresses,Western Long Dress,Sleeveless Long Dresses,Ladies Palazzo,Embroidered Ladies Suit,Ladies Top,Short Dress,in New Delhi, Delhi, India "
 ,880-049-5002,printed dressmanufacturer,https://www.textileinfomedia.com/company-info/Lurap-Fashion,Lurap Fashion, ,"Plus Size Dresses Of manufacturer,Charlie Printed Dress Trader ,Wholesaler Of Ladies Jackets And Blazer ,Uneven Length Tunic supplier,Zimmer Wrap Skirt Lurapexporter",," No. 304, 3rd Floor, Sohna Road, Near By JMD Megapolis, Gurgaon, Haryana, India ", Anshu Jain(Owner),mailto:,"Lurap presents some fabulous options in gorgeous plus size women dresses and a lot more for petite women, who can have these outfits customized to fit their exact body measurements. "
, 8154825656,marriage-sarees,https://www.textileinfomedia.com/Tomorrow-Culture, Tomorrow Culture, 8154825656," designer saree online retailer, Fancy Salwar Suits Online Wholesaler, Best Ladies Wear Supplier for Tomorrow Culture, Lehenga Choli Online Retailer, Kurtis Manufacturer and Online Retailer",," 103, Shivam Complex, Above Mithiba Hindi School, Near Patel Motors, Shakti Vijay Soc., Nana Varachha Main Road, Surat, Gujarat, India",, tomorrowculture@gmail.com,"Tomorrow Culture is one of the leading online retailer and manufacturer of all types of ladies wear like saree, dulhan saree, designer wedding collection, embroidered saree, salwar suits, anarkali suits, printed suits, gown, blouses, kurtis and all types of western and ethnic wear. We give best quality products from best fabrics and we offer to our customer to buy online and offline ladies wear pr ...."
 ,983-182-5401,printed dresswholesaler,https://www.textileinfomedia.com/company-info/Sriniketan-Fashions-Pvt-Ltd,Sriniketan Fashions Pvt Ltd, ,"Ladies Indian Traditional Wear Dealer,wholesaler of Baby Girls Dress,Ladies Western Wear wholesaler,Ladies Indian Traditional Wear Trader,Kids Dresses Distributor",," Ahmedpur, Birbhum, Kolkata,West Bengal, India", Nityananda Aich (Owner),mailto:,"We Sriniketan Fashions Pvt Ltd Wholesaler of ladies wear, kids dresses,ladies western wear,kids wear,baby girls dress other products in Kolkata, West Bengal,India"
, 9825260040,marriage-sarees,https://www.textileinfomedia.com/Unique-Enterprise, Unique Enterprise, 9825260040," Designer Anarkali Salwar Suits Manufacturers, ",," 603,Raghuvir Textile Mall,Behind D R World, Aaimata Circle, Surat, Gujarat, India",, kamlesh.dudhat.9@gmail.com,"We, ""Unique Trendz"" are leading manufacturer, supplier and wholesaler of designer dress material, facny salwar suit, anarkali suit, embroidered suit dupatta, women ethnic wear, gowns, designer blouses, embroidered blouses, cotton dress material, kurtis, cotton kurtis and designer lehenga choli. We also provide nagrin grey quality (38 X 40 Gm). We make a fresh and antique collection forever. We nev ...."
, 9327474757,marriage-sarees,https://www.textileinfomedia.com/Swaroop-Sangam, Swaroop Sangam, 9327474757," Chiffon Sarees Manufacturers, Designer Lehenga Distributor, Woman Printed Kurtis wholesaler , manufacturer of Catloge Sarees, Ladies Catloge Suit supplier",," 3 rd Floor R K Chambers Nr RKTM Gate No.1 b/h Heera Panna market Near Shri,Om Market,Ring Road,Sahara Darwaja,Surat,Gujarat,India",, shefalitex@gmail.com,"We are Swaroop Sangam manufacturer,supplier and wholesaler of ladies fancy sarees,chiffon sarees,designer sarees,catloge sarees,woman fancy suit,catloge suit,embroidery suit,and all type of fancy kurtis,printed kurtis,designer kurtis,fancy ladies lehenga,palazzo pants,ladies fancy top,woman tunics our all E-Commerse ladies wear best quality in Surat,Gujarat,India ...."
, 9512155005,marriage-sarees,https://www.textileinfomedia.com/Thankar-India-E-commerce, Thankar India E commerce, 9512155005," Party Wear Salwar Suit Manufacturer, Ladies Gown Supplier, Ladies Wear Online Retailer, Lehenga Choli Exporter, Thankar Online Retailer",," 21, Kuberji Silk Market, Behind New Bombay Market, Umarwada, Surat, Gujarat, India",, thankar.jignesh@gmail.com,"Thankrar is the leading Manufacturer, Exporter, Trader, Retailer, Wholesaler and Supplier of a supreme quality range of Party Wear Suit, Anarkali Suit, Designer Suit, Fancy Suit, Ladies Long Suit, Dress Material, Salwar Suit, etc.
 ...."
, 9173730891,marriage-sarees,https://www.textileinfomedia.com/Venus-Fashion-Studio, Venus Fashion Studio, 9173730891," Digital Printed Fabric Manufacturers, Designer Kurtis from Venus Fashion Studio, Designer Suit Manufacturer, Long Skits Supplier, Ladies Skirt Manufacturer",," House No.1884, Chandi Bhavan, Khangar Sheri, Opp.Salabatpura 👮 Choki, Ring Road Surat, Gujarat, India",, venusfashionstudio@gmail.com,"we �Venus Fashion Studio�, a Sole Proprietorship company, are recognized as the leading manufacturer and supplier of a broad assortment of Digital Fabric, Palazzo Suit, Designer Suit, Fancy Suit, Ladies Kurti and Western Dress. For More information you can also visit at our facebook page https://www.facebook.com/venusfashionstudio ...."
 ,988-832-6573,designer sareesmanufacturer,https://www.textileinfomedia.com/company-info/Aarti-Embellishments,Aarti Embellishments, ,"Bridal Lehenga manufacturer,Wedding Saree supplier,Designer Wedding Gown wholesaler,Women's Elegant Formal Shirt retailer,Designer Jumpsuit exporter",," Shop No-146, Near Atam Public School, Atam Nagar, Ludhiana, Ludhiana, Punjab, India", Aarti Arora (Proprietor),mailto:,"We �Aarti Embellishments� are a prominent Manufacturer and exporter of beautiful designed array of Wedding Bridal Lehenga, Wedding Saree, Wedding Gown, Women's Formal Shirt, Jump Suit, Indo Western Dress, etc."
 ,966-230-6227,designer suitsmanufacturer,https://www.textileinfomedia.com/company-info/Shree-Navdurga-Creation,Shree Navdurga Creation, ,"Kurtis and Leggings manufacture ,Fancy Dress Materials supplier",," J-16 Ghantakarn Mahavir Market,Sarangpur,Ahmedabad", nagaram Vagoni (Propriter),mailto:,We Are The Manufacturers of Fancy Kurtis And Leggies Materials
 ,812-883-3900,designer sareesmanufacturer,https://www.textileinfomedia.com/company-info/Fashion-And-Freedom-20161207114913,Fashion And Freedom, ,"manufacturer of Ladies Denim Jegging,Net Long Skirts Distributor,Woman Casual Shorts exporter,Printed Ladies Lehenga Choli Trader,Patiala Salwar Dupatta Dealer",," No. 29, Laxmidarshan Complex, Dabholi Circle Katargam, Dabholi, Near Bombay Pav Bhaji, Surat, Gujarat, India", Bhavesh Balar (Proprietor),mailto:,"We Fashion And Freedom are an eminent entity involved in manufacturing and exporting supreme quality range of Ladies Leggings, Ladies Jeggings, Ladies Palazzo Pants, Ladies Skirts, Ladies Capri, Woman Shorts, Ladies Stockings,woman jegging etc.in Surat,Gujarat,India"
 ,932-077-7415,designer suitsmanufacturer,https://www.textileinfomedia.com/company-info/Khushboo,Khushboo, +91-22-24386700,"Ladies Legin andplazo manufacturer,Ladies Ethnic Wear supplier,Ladies Kurtis exporter,Ladies Midi manufacturer,Ladies Ethnic Wear Suit supplier",," 111-115, Bhoomi Plaza Industrial Estate, 1st Floor, Masjid Lane, Off Senapati Bapat Marg, Dadar (W)Mumbai, Maharashtra, India", Abhishek Gala (Proprietor),mailto:,"Khushboo are one of the renowned firm in the industry for manufacturing, exporting & trading a broad spectrum of Bottom Wear Long Skirt, Bottom Wear Ladies Short Pants, Bottom Wear Pajama, Ladies Ethnic Wear and Kids Small Pants. Under these categories we provide Bottom Wear Long Plane Skirt, Bottom Wear Long Maroon Skirt, Stylish Printed Legging For Ladies, Printed Bottom Wear Legging, Girls Western Wear Red Tops, Girls Western Wear Lining Tops and Tunics & Square Print Formal Wear. These products are crafted by our qualified and talented professionals by making use of optimum grade raw material which is obtained from trustworthy vendor of the market. These are available in varied vibrant sizes, designs, patterns and colors to fulfill the diverse needs of our customers. With the aid of modern tools and advanced machinery, these products are examined by our quality checker on various levels of parameters. "
 ,982-594-1600,kurtismanufacturer,https://www.textileinfomedia.com/company-info/Kavery-Export,Kavery Export, ,"Manufacture of cotton shirt,Manufacture of kidswear,Palazzo pants Manuafcture,leggings manufacture ,boys t shirt Manufacture",," Plot no. 222, Road no. 2, GIDC Sachin, Surat, Gujarat, India.", Manoj Surana (Owner),mailto:kaveryexport@gmail.com,"Kavery Export leading Manufacture of kurti, Leggings, Shirt, T shirt, Cotton Shirt, kids Wear and palazzo pants etc... and order base work also."
